Research,X2,Type,Hashtag/site name,Web address,Place,Start Date,Affiliation,Bios,Date Checked,Number of members,X12,Interviewed,Still exists?,X15,X16,X17
Marcia,NA,Facebook Pages,BlackLivesMatter Saint Paul,@BLMSTP,"St. Paul, MN",unclear,unclear,"Black Lives Matter St. Paul stands in solidarity w/ our freedom fighting siblings across the world. This page was created to keep our people of St. Paul further connected to the injustices that are taking place right here in St. Paul and across the state and country. Information will be posted on opportunities for you to join the movement and let your voice be heard! There's ALWAYS power in numbers. No matter the color of your skin, gender identity, religious beliefs, income level, or home addresswe welcome you to join us in the fight to end the injustices that continue to destroy our community, children, and future. We must come together, now is the time.
",4/16/2017,"10,132 Likes
10,217 Followers",NA,NA,NA,NA,blacklivesstp@gmail.com; BlackLivesMatterSTP@gmail.com,NA
Marcia,4/24/17,Twitter,BlackLivesMatter YVR,@BLM_Van,Coast Salish Territory,April 2016,unclear,Black folks working in solidarity with communities seeking justice from racialized violence.,4/24/2017,"846 Followers
176 Likes",NA,NA,NA,@blmyeg,NA,NA
Marcia,4/24/17,Twitter,BlackLivesMatter5280,@BLM5280,"Denver, CO",August 2014,unclear,#BlackLivesMatter5280,4/24/2017,"2311 Followers
376 Likes",NA,NA,NA,"@BLMLouisville, @BLMTampafl, @BLMAtlanta, @BLMSacramento, @BLMLansing, @BLMBAYAREA, @BLM_Nashville, @BLMPhilly, @mvmt4bl, @DMVBlackLives, @BLMPDX, @BLM_IE, @BLMNYC, @Blacklivesmlps",NA,NA
Marcia,NA,Facebook Pages,Blacklivesmatter757,@BlackLivesMatter757,"Hampton Roads, VA",unclear,unclear,"We come in peace in order to form a more perfect union .. We stand for peace and solidarity , with justice for ALL .. We are here to unify the community as a WHOLE not just with finger pointing on either side .. Have a story that needs light shed on it? Let us know! We are here for the community to PROTECT our community! Want to be directly involved , or have a story that needs light shed on it?","April 18th, 2017","5,107 Likes",NA,NA,NA,NA,blacklivesmatter757@gmail.com,NA
Marcia,4/24/17,Twitter,Blacklivesmatter757,@BLivesMatter757,unclear,July 2016,unclear,#BlackLivesMatter757 here to unify the entire 757 area for a better tomorrow #757UnityProtest,4/24/2017,"331 Followers
65 Likes",NA,NA,NA,"@BLMHamptonRoads, @DMVBlackLives",BlackLivesmatter757@gmail.com,NA
Marcia,NA,Facebook Groups,BlackLivesMatterBridgeportCT,groups/111234999311281/?ref=br_rs,"Bridgeport, CT",unclear,unclear,N/A,"April 9, 2017",114 Members,NA,NA,NA,NA,NA,NA
Marcia,4/24/17,Twitter,BlackLivesMatterCP,@BLMTampafl,"Tampa, FL",February 2016,unclear,NA,4/24/2017,"107 Followers
23 Likes",NA,NA,NA,"@BLMSacramento, @BLMTampa, @BLM_Nashville, @DMVBlackLives, @BLMPDX, @BLMNYC",NA,NA
Marcia,4/24/17,Twitter,BlackLivesMatterIE,@BLM_IE,"Inland Empire, CA",December 2014,chapter of the #Blacklivesmatter movement,#BlackLivesMatter is an affirmation & embrace of the resistance and resiliance of Black people. This is the official Inland Empire chapter of @Blklivesmatter.,4/24/2017,"630 Followers
287 Likes",NA,NA,NA,"@BLMChiYouth, @Long_Live_BLM, @BLMHOU, @BLM_Van, @BLMTampafl, @BLMUpstateNY, @DetroitBLM, @BLMAtlanta, @BLMmemphis, @BLMGary, @BLMSacramento, @BLMTampa, @BlackLivesUK, @BLM_CU, @BLMLansing, @BlackLivesMidMI, @BLMBAYAREA, @TNBlackLives, @blmirish, @BLM_Nashville, @BLMPhilly, @BLMChi, @BLMRU, @DMVBlacklives, @BLMPDX, @BLM_IE, @BLMLA, @BLMNYC, @BlackLivesMpls, @BLM_Boston, @BLM 5280, @JusticeColombia, @OsopePatrisse, @ShaunKing",NA,NA
Marcia,NA,Facebook Pages,BlackLivesMatterNewHaven,@BLMHN,"New Haven, NH",unclear,unclear,"Our mission is to demonstrate integrity through educating individuals with knowledge of laws and their rights.We are dedicated to empowering our community
categories
","April 23, 2017","2,985 Likes",NA,NA,NA,NA,blacklivesmatternewhaven@gmail.com,NA
Marcia,4/24/17,Twitter,BlacklivesmatterSD,@BlacklivesSD,"San Diego, CA",July 2016,chapter of #BlackLivesMatter movement,Beginning a new BLM Chapter in SD. Follow and support for change.,4/24/2017,"58 Followers
12 Likes",NA,NA,NA,@BLMLA,NA,NA
Marcia,NA,Twitter,BlackLivesMatterUK,@BlackLivesUK,"Nottingham, UK",September 2015,unclear,"Black Lives Matter UK: Nottingham Black Activists and Allies, working locally, and connecting nationally and globally with the #BlackLivesMatter movement.",4/10/2017,"1,674 Followers
559 Likes",NA,NA,NA,"@BLMLouisville, @BlackMattersUK, @blmirish, @BLMChi",NA,NA
Karen,NA,Twitter,BLM Atlanta,@OfficialBLMATL,"Atlanta, GA",October 2008,explicitly NOT a chapter of the movement,"#BlackLivesMatter Greater Atlanta Inc is an independent-community based nonprofit organization located at 260 Peachtree Street, NE Atlanta, GA 30303",4/10/2017,"21.6K Followers
2,197 Likes",NA,NA,NA,"@BLMTampafl, @DetroitBLM, @BLMGary, @BLM_CU, @BLM_216, @BLMPhilly, @BLM_TO, @BLM_Boston, @BLM_Atlanta, @OsopePatrisse",NA,NA
Karen,NA,Twitter,BLM Bay Area,@BLMBAYAREA,California,August 2015,chapter of the #Blacklivesmatter movement,"Official Black Lives Matter Chapter for Oakland, Berkeley, San Francisco and the whole Bay Area.",4/23/2017,"2,746 Followers
20 Likes",NA,NA,NA,"@Long_Live_BLM, @BLMHOU, @BLMLouisville, @BLMTampafl, @BLMUpstateNY, @DetroitBLM, @SoDak4BLM, @BLMAtlanta, @BLMmemphis, @BLM_CU, @BLMLansing, @BLM_216, @BLM_Nashville, @BLMChi, @BLMRU, @DMVBlackLives, @BLMPDX, @BLM_IE, @BLMLA, @BLMLBC, @BLMNYC, @BLM5280, @BLM_Atlanta, @OsopePatrisse",NA,NA
Marcia,4/24/17,Twitter,BLM Bay area,@BLMBAYAREA,"San Francisco, CA",August 2015,chapter of the #Blacklivesmatter movement,"Official Black Lives Matter Chapter for Oakland, Berkeley, San Francisco and the whole Bay Area.",4/24/2017,"2747 Followers
20 Likes",NA,NA,NA,"@Long_Live_BLM, @BLMHOU, @BLMLouisville, @BLMTampafl, @BLMUpstateNY, @DetroitBLM, @SoDak4BLM, @BLMAtlanta, @BLMmemphis, @BLM_CU, @BLMLansing, @BLM_216, @BLM_Nashville, @BLMChi, @BLMRU, @DMVBlacklives, @BLMPDX, @BLM_IE, @BLMLA, @BLMLBC, @BLMNYC, @BLM_Atlanta, @OsopePatrisse",NA,NA
Marcia,4/24/17,Twitter,BLM Camb Official,@BLMCamb,"Cambridge, MA",July 2016,chapter of #BlackLivesMatter movement,"#BlackLivesMatter chapter in Cambridge, MA",4/24/2017,"410 Followers
82 Likes",NA,NA,NA,"@BLM_216, @DMVBlackLives",NA,NA
Karen,NA,Twitter,BLM Chicago,@BLMChi,"Chicago, IL",February 2015,unclear - appears to be a chapter but not stated explicitly,Abolitionists #JusticeForFamilies #OurStoryChi Squad: @blmchiyouth @ourstorychiubm @UMedicsChi @chicopwatch,4/23/2017,"14K Followers
7,131 Likes",NA,NA,NA,"@BLMChiYouth, @Long_Live_BLM, @blmyeg, @BLMHOU, @BLMLouisville, @BLivesMatter757, @BLMVegas, @BLMTampafl, @BLMUpstateNY, @DetroitBLM, @BLMAtlanta, @BLMmemphis, @BLMSacramento, @BLMTampa, @BlackLivesUK, @BLM_CU, @BLMLansing, @BLMBAYAREA, @blmirish, @BLMPhilly, @BLMRU, @DMVBlacklives, @BLMPDX, @BLM_IE, @BLMLA, @BLMNYC, @BLM_TO, @BlackLivesMpls, @BLM_Boston, @BLM5280, @lusc12, @BLMHouston, @BLMTampafl, @BLMGary, @BLM_216, @BLM_Nashville @BLMLA, @OsopePatrisse, @PrisonReformMvt, @OfficialBLMAtlanta, @ShaunKing",BlackLivesMatterChicago@gmail.com,NA
Marcia,4/24/17,Twitter,BLM Detroit,@DetroitBLM,"Detroit, MI",January 2016,unclear,Unapologetically black and fighting with ALL aspects of Black lives in Detroit and nationally. Questions? Inbox us or email,4/24/2017,"513 Followers
63 Likes",NA,NA,NA,"@BLMHOU, @BLMGary, @BLMSacramento, @BLMLansing, @blmirish, @BLMPhilly, @DMVBlackLives, @BLM_Boston, @BLM_Atlanta, @OfficialBLMATL",NA,NA
Marcia,4/24/17,Twitter,BLM Edmonton,@blmyeg,"Edmonton, Canada",August 2016,chapter of #BlackLivesMatter movement,"Black Lives Matter YEG is the Edmonton and area chapter of #BlackLivesMatter, a movement dedicated to dismantling anti-Black systemic racism.",4/24/2017,"126 Followers
101 Likes",NA,NA,NA,@BLMSacramento,BLMyeg@gmail.com,NA
Karen,NA,Instagram Profile,BLM Greater NY,@blmgreaterny,NYC,unclear,doesn't seem to be a chapter,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcia,4/24/17,Twitter,BLM LANCASTER,@blmlancaster,Lancaster,July 2016,unclear,NA,4/24/2017,"45 Followers
19 Likes",NA,NA,NA,NA,NA,NA
Karen,NA,Instagram Profile,BLM London,@blmldnmovement,"London, UK",unclear,unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karen,NA,Twitter,BLM Louisville,@BLMLouisville,"Louisville, KY",July 2016,chapter of the #Blacklivesmatter movement,"OFFICIAL #BlackLivesMatter chapter of #BLM Network-Louisville, KY. #BLM coalition #StandUpLouisville @StandUp_Sunday We fight to be free! #StayWoke #SayHerName",4/24/2017,"974 Followers
1264 Likes",NA,NA,NA,"@BLMChiYouth, @Blmmemphis, @BLMGary, @BLM_CU, @BLMLansing, @BLM_216, @BLMChi, @BLMRU, @DMVBlackLives, @OsopePatrisse, @PrisonReformMvt",NA,NA
Marcia,NA,Twitter,BLM manchester,@manchester_blm,"Manchester, NH",July 2016,unclear,"Black Lives Matter Manchester, NH. we support equality for African American citizens. We discourage discrimination and the prejudice of our judicial system.",4/24/2017,"36 Followers
24 Likes",NA,NA,NA,NA,NA,NA
Marcia,4/24/17,Twitter,BLM Memphis Chapter,@BLMmemphis,"Memphis, TN",November 2015,unclear,NA,4/24/2017,"323 Followers
253 Likes",NA,NA,NA,"@BLMHOU, @BLMLouisville, @BLMUpstateNY, @BLMAtlanta, @BLMSacramento, @BLMLansing, @BLM_Nashville, @BLMPhilly, @mvmt4bl, @BLMChi, @DMVBlackLives, @BLM_Atlanta,  @PrisonReformMvt, @OfficialBLMAtlanta",NA,NA
Marcia,4/24/17,Twitter,BLM Nashville,@BLM_Nashville,"Nashville, TN",May 2015,chapter of the #Blacklivesmatter movement,Official Twitter for #BlackLivesMatter-Nashville. Follow for updates on #Nashville organizing and actions.,4/24/2017,"1217 Followers
184 Likes",NA,NA,NA,"@Long_Live_BLM, @BLMHOU, @Blacktionist, @BLMTampafl, @BLMUpstateNY, @BLMAtlanta, @BLMmemphis, @BLMSacramento, @BLM_CU, @BLMLansing, @BLM_216, @TNBlackLives, @blmirish, @BLMPhilly, @BLMChi, @DMVBlackLives, @BLMPDX, @BLM_IE, @BLM_Boston, @BLM5280, @OsopePatrisse, @OfficialBLMATL",blacklivesmatternashville@gmail.com,NA
Marcia,NA,Twitter,BLM NWI-Gary,@BLMGary,"Gary, IN",November 2015,"appears to be a chapter, but unclear","Black Lives Matter NWI - Gary stands in solidarity with national efforts against police brutality and racism, ensuring that human rights are protected",4/24/2017,"262 Followers
185 Likes",NA,NA,NA,"@BLMChiYouth, @BLMHOU, @BLMLouisville, @BLM_CU, @BLM_216, @BLMChi, @BLM_Atlanta, @PrisonReformMvt, @OfficialBLMATL",NA,NA
Karen,NA,Twitter,BLM ODU,@BLM_ODU,"Norfolk, VA",April 2015,unclear,"Embracing Black Unity, Identity, Love, Talent, and the Importance of All Black Lives",4/24/2017,42 Followers,NA,NA,NA,NA,NA,NA
Karen,NA,Instagram Profile,BLM Philly,@blmphilly,"Philadelphia, PA",unclear,chapter of the #BLM movement,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcia,4/24/17,Twitter,BLM Rutgers NB,@BLMRU,Rutgers New Brunswick,February 2015,unclear,"#BlackLivesMatter the global movement, brought to the Rutgers New Brunswick campus. Promoting Black successes and bringing awareness to Structural Racism.",4/24/2017,"406 Followers
132 Likes",NA,NA,NA,"@BLMLouisville, @BLMPhilly, @BLMPDX",NA,NA
Marcia,NA,Twitter,BLM_Paterson,@blm_paterson,"Paterson, NJ",July 2016,chapter of the #Blacklivesmatter movement,"This is not a moment, it's a MOVEMENT! Black Lives Matter of Paterson, New Jersey. Joining together for respect and equality.",4/24/2017,"307 Followers
16 Likes",NA,NA,NA,NA,NA,NA
Marcia,NA,Twitter,BLMBelfast,@BLMBelfast,"Belfast, Northern Ireland",August 2016,not a chapter,"Official Twitter feed of #BLMBelfast Justice,inclusivity & solidarity, locally & further afield. #BlackLivesMatter #ReproJustice #repealthe8th #yesequality",4/23/2017,"214 Followers
245 Likes",NA,NA,NA,@blmirish,NA,NA
Marcia,NA,Twitter,BLMChi Youth,@BLMChiYouth,"Chicago, IL",November 2016,unclear,OFFICIAL! #JusticeForFamilies #OurStoryChi @BLMChi @OurStoryChiUBM,4/10/2017,"478 Followers
792 Likes",NA,NA,NA,"@BLMLouisville, @BLMGary, @BLM_CU, @BLM_216, @BLMChi, @DMVBlackLives,",NA,NA
Marcia,4/24/17,Twitter,BLMHouston,@BLMHOU,"Houston, TX",July 2016,chapter of #BlackLivesMatter movement,Houston's chapter in the #BlackLivesMatter movement. #BLMHOU @Ashtonpwoods @chatthastoner,4/24/2017,"339 Followers
55 Likes",NA,NA,NA,"@BLMmemphis, @BLMSacramento, @BLMPhilly, @BLM_Nashville, @BLMChi",blmhoustontx@gmail.com,NA
Marcia,NA,Twitter,"BLMPeoria
",@BLMPeoriaIL,"Peoria, IL",July 2016,"appears to be a chapter, but unclear","A collective of politically engaged minds building towards the liberation of oppressed Black, Brown and Poor people #blacklivesmatter",4/24/2017,"172 Followers
399 Likes",NA,NA,NA,"@BLMHOU, @BLMGary, @BLMChi, @BLMPDX",NA,NA
Marcia,4/24/17,Twitter,BLMUpdateNY,@BLMUpstateNY,"New York, USA",January 2016,chapter of #BlackLivesMatter movement,The official Upstate New York Chapter of Black Lives Matter,4/24/2017,"901 Followers
77 Likes",NA,NA,NA,"@Long_Live_BLM, @BLMCamb, @BLMHOU, @BLMLouisville, @BLMTampafl, @BLMAtlanta, @Blmmemphis, @BLMSacramento, @BLMLansing, @BLM_216, @BLM_Nashville, @BLMChi, @DMVBlackLives, @BLMPDX, @BLMNYC, @iusc12",NA,NA
Marcia,NA,Facebook Groups,Defining Oppression: Black Lives Matter,groups/1643820525835940/?ref=br_rs,unclear,unclear,unclear,"This is a group to discuss issues in America such as: Race, Religion and Politics. We are mature and must debate like adults. This group is NOT to perpetuate hatred of any kind.","April 17, 2017",131 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Do Black Lives Matter!!!!!!,groups/1751093318503037/?ref=br_rs,unclear,unclear,unclear,N/A,"April 17, 2017",85 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,First Unitarian of Chicago - Black Lives Matter Task Force,groups/440528282813608/?ref=br_rs,"Chicago, IL",unclear,unclear,"This is a Facebook group for people affiliated with First Unitarian Church of Chicago's Black Lives matter Task Force. Here we can more easily share information about actions, events, petitions, and articles. Also this way we can more easily find each other, car pool, and communicate at actions where there are large groups.

For people that want to get more involved: 
I suggest you follow Showing Up for Racial Justice (SURJ) Chicago Affiliate, CLAW Chicago League of Abolitionist Whites, BYP 100, Black Lives Matter Chicago, and Assata's Daughters.","April 9, 2017",56 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Friends of Black Lives Matter😉.,groups/1664402637214458/?ref=br_rs,unclear,unclear,unclear,N/A,"April 17, 2017",13 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Friends Who Like Black Lives Matter Wilmington NC,groups/1701612376770065/?ref=br_rs,"Wilmington, NC",unclear,unclear,N/A,"April 17, 2017",16 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,I matter ( black lives matter)!!!!!!,groups/306598449539428/?ref=br_rs,unclear,unclear,unclear,N/A,"April 17, 2017","1,447 Members",NA,NA,NA,NA,NA,NA
Marcia,NA,Instagram Profile,Issa Pro-Black Page,blacklivesfuckingmattr,unclear,unclear,not a chapter,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Kings & Queens of African decent: black lives matter,groups/1639213793018536/?ref=br_rs,unclear,unclear,unclear,"This group will be for discussion and uplifting the black/African American community. We will discuss topics and events that some would call pro black or racial without the judgment of the general public. 

Group rules:
There will be absolutely no bashing people of color.
#blacklivesmatter
#respectourhistory","April 17, 2017",93 Members,NA,NA,NA,NA,NA,NA
Karen,NA,Twitter,Lew & Clark Black Lives Matter,@lc_blm,"Portland, OR",November 2015,doesn't seem to be a chapter,Lewis & Clark College Black Lives Matter #LCblacklivesmatter #lc_blm,4/24/2017,"287 Followers
17 Likes",NA,NA,NA,@BLMPDX,NA,NA
Marcia,NA,Facebook Groups,Missing and Murdered Indigenous Woman/Men & Black Lives Matter,groups/601400766683335/?ref=br_rs,unclear,unclear,unclear,N/A,"April 17, 2017",6 Members,NA,NA,NA,NA,NA,NA
Marcia,4/24/17,Twitter,Mvmt 4 Black Lives,@mvmt4bl‏,Worldwide,May 2015,unclear,Take the pledge. http://bit.ly/m4blpledge,4/24/2017,"14.5K Followers
1145 Likes",NA,NA,NA,"@BLMHOU, @BLMLouisville, @BLMUpstateNY, @BLMAtlanta, @BLMSacramento, @BLMLansing, @BLM_Nashville, @BLMPhilly, @mvmt4bl, @BLMChi, @DMVBlackLives, @BLM_Atlanta,  @PrisonReformMvt, @OfficialBLMAtlanta",NA,NA
Karen,NA,Twitter,My Black Lives Matter,@myblacklives,unclear,unclear,unclear,SUSPENDED,4/24/2017,NA,NA,NA,NA,NA,NA,NA
Marcia,4/24/17,Twitter,My Black Matters,@MyBlackMatters‏,Worldwide,December 2011,unclear,"MyBlackMatters is an online community dedicated to appreciating, empowering, and discussing matters relevant to young Black Women. Follow the blog @MBM_Blog.",4/24/2017,"204K Followers
834 Likes",NA,NA,NA,"@Long_Live_BLM, @BLivesMatter757, @BlackMattersUK, @data4blacklives, @DMVBlackLives, @BLMPDX, @BLM_IE, @BlackLivesMlps, @BLM_Atlanta, @lusc12, @OfficialBLMATL",NA,NA
Marcia,4/24/17,Twitter,MyBlackMatters Blog,@MBM_Blog‏,unclear,August 2015,unclear,The blog that that gets to the root of issues that young black women face. @MyBlackMatters.,4/24/2017,"43.2K Followers
563 Likes",NA,NA,NA,"@BLivesMatter757, @BLM_IE, @MyBlackMatters",contact@myblackmatters.com,NA
Marcia,NA,Facebook Groups,Native American Lives+ Black Lives Matter Exchange.,groups/1347951828578999/?ref=br_rs,unclear,unclear,unclear,N/A,"April 17, 2017",10 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Twitter,Official BLM Atlanta,@BLMAtlanta,"Atlanta, GA",December 2015,unclear,It is our duty to fight for our people. it is our duty to win. we must love each other and support each other. We have nothing to lose but our chains.,4/10/2017,"1,911 Followers
631 Likes",NA,NA,NA,"@Long_Live_BLM, @BLMHOU, @BLMUpstateNY, @BLMGary, @BLM_216, @BLM_Nashville, @BLMChi, @DMVBlackLives, @ShaunKing",NA,NA
Marcia,NA,Facebook Groups,Our Black Lives Matter - Real Discussions Real Solutions,groups/678819945596170/?ref=br_rs,unclear,unclear,unclear,"Although there will not be an easy fix to hundred of years of oppression this group is a forum for us as African Americans to discuss the issues that are plaguing our community. Please invite everyone you know who may have an idea, thought, encouraging word or would like to talk about their feelings. 

The rules are simple- express yourself but no hate talk please.","April 17, 2017","1,301 Members",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,"our lives matter (black ,white, Latino,  Chinese  )",groups/1809458632623202/?ref=br_rs,unclear,unclear,unclear,N/A,"April 17, 2017",49 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,"Overtown Matter, Black lives Matter,Black work Matters",groups/1625488991001355/?ref=br_rs,unclear,unclear,unclear,"We believe that it takes a village to raise our kids,our community need us to take a stand against injustice that hurts our community. We are tired of crimes ,we believe that most crimes is committed because of the struggle we face, our schools are not being funded, our chances of getting a job is slim to none. Let start to reclaim Overtown now...","April 17, 2017",665 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Phock Black Lives Matter,@THHMF,unclear,2001,"not a chapter- comedian page
",N/A,NA,NA,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,"Reading group: Black Lives Matter (Belfast, Maine area)",groups/1806717362947903/?ref=br_rs,unclear,unclear,unclear,"Would anyone be interested in a reading group/book discussion group with the intention of delving into some (or all?) of the readings in the NYU course called FORMATION: Approaching the Black Lives Matter Movement.

http://www.blacklivesmattersyllabus.com/summersyllabus/

There are a couple of newer (2016) ideas, so if you've read or seen most of the resources, there'd be something new for you in here, too.

I'm offering to take a coordinating role in terms of collecting names and contacts of interested people, and helping to sort out a schedule that is realistic and would work for as many as possible (I'm thinking meetings could be 1x/ week, 1x/ month, or 1x/ per resource... )

Once interested parties are together, we can collectively decide what we read, and the format of our group discussions, etc.

The hope is that by staying informed and educated, we can be better equipped to tackle the monster of racism. It's a small step in that direction, but a step that is essential.","April 17, 2017",23 Members,NA,NA,NA,NA,NA,NA
Marcia,4/24/17,Twitter,S. Dakotans for BLM,@SoDak4BLM,"South Dakota, USA",December 2015,chapter of #BlackLivesMatter movement,"South Dakotans in solidarity for black & brown life, engaging intersectionality as a vital truth of the movement. #BlackLivesMatter | News, RTs, Calls to action",4/24/2017,"308 Followers
1068 Likes",NA,NA,NA,"@BLMTampa, @OfficialBLMATL",NA,NA
Marcia,NA,Instagram Profile,summer,black_lives_matter999,unclear,unclear,unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcia,4/24/17,Twitter,Tampa: BLM,@BLMTampa,"Tampa, FL",October 2015,unclear,NA,4/24/2017,"224 Followers
5 Likes",NA,NA,NA,"@BLMLouiseville, @Blacktionist, @BLMTampafl, @SoDak4BLM, @BLMLansing, @BLM_216, @DMVBlackLives, @BLM_IE, @BLMNYC, @BLM5280, @BLM_Atlanta, @OfficialBLMATL",NA,NA
Marcia,4/25/17,Twitter,TriCities BlackLives,@TNBlackLives‏,"Johnson City, TN",July 2015,unclear,"Black Lives Matter, Tri-Cities TN",4/24/2017,"162 Followers
214 Likes",NA,NA,NA,@PrisonReformMvt,NA,NA
Marcia,NA,Facebook Groups,What Is Our Goal In Black Lives Matter?,groups/989470301099827/?ref=br_rs,unclear,unclear,unclear,N/A,"April 17, 2017",18 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,young black lives matter,groups/252953305084541/?ref=br_rs,unclear,unclear,unclear,N/A,"April 17, 2017",19 Members,NA,NA,NA,NA,NA,NA
